movieID	actorID	actorName	ranking
2616	james_keane	James Keane	14
2616	james_tolkan	James Tolkan	18
2616	jim_wilkey	Jim Wilkey	65
2616	john-moschitta-jr	John Moschitta Jr.	55
2616	john_schuck	John Schuck	16
2616	karen_russell	Karen Russell	61
2616	karyne_ortega	Karyne Ortega	58
2616	kathy_bates	Kathy Bates	19
2616	lada_boder	Lada Boder	33
2616	lawrence_steven_meyers	Lawrence Steven Meyers	54
2616	lew_horn	Lew Horn	47
2616	liz_imperio	Liz Imperio	48
2616	madonna	Madonna	4
2616	mandy_patinkin	Mandy Patinkin	9
2616	marshall_bell	Marshall Bell	31
2616	marvelee_cariaga	Marvelee Cariaga	35
2616	mary_woronov	Mary Woronov	27
2616	michael_donovan_odonnell	Michael Donovan O'Donnell	56
2616	michael_g_hagerty	Michael G. Hagerty	44
2616	michael_gallup	Michael Gallup	42
2616	michael_j_pollard	Michael J. Pollard	25
2616	michelle_johnston	Michelle Johnston	68
2616	mike_mazurki	Mike Mazurki	29
2616	ned_clafin	Ned Clafin	36
2616	neil_ross	Neil Ross	67
2616	neil_summers	Neil Summers	64
2616	paul_sorvino	Paul Sorvino	10
2616	ray_stoddard	Ray Stoddard	63
2616	rg_armstrong	R.G. Armstrong	11
2616	rita_bland	Rita Bland	32
2616	robert_beecher	Robert Beecher	30
2616	robert_costanzo	Robert Costanzo	38
2616	seymour_cassel	Seymour Cassel	13
2616	sharmagne_lelandst_john	Sharmagne Leland-St. John	50
2616	stig_eldred	Stig Eldred	39
2616	tiny_ron	Tiny Ron	59
2616	tom-signorelli	Tom Signorelli	62
2616	tom_finnegan	Tom Finnegan	41
2616	tony_epper	Tony Epper	40
2616	walker_edmiston	Walker Edmiston	69
2616	warren_beatty	Warren Beatty	1
2617	aharon-ipale	Aharon Ipalé	13
2617	arnold_vosloo	Arnold Vosloo	4
2617	bernard_fox	Bernard Fox	14
2617	brendan_fraser	Brendan Fraser	1
2617	carl_chase	Carl Chase	16
2617	corey_johnson	Corey Johnson	10
2617	erick_avari	Erick Avari	8
2617	john_hannah	John Hannah	3
2617	jonathan_hyde	Jonathan Hyde	6
2617	kevin_j_oconnor	Kevin J. O'Connor	5
2617	mohammed_afifi	Mohammed Afifi	17
2617	oded_fehr	Oded Fehr	7
2617	omid_djalili	Omid Djalili	12
2617	patricia_velazquez	Patricia Velasquez	15
2617	rachel_weisz	Rachel Weisz	2
2617	stephen-dunham	Stephen Dunham	9
2617	tuc_watkins	Tuc Watkins	11
2618	anne_tenney	Anne Tenney	2
2618	anthony_simcoe	Anthony Simcoe	5
2618	bryan_dawe	Bryan Dawe	6
2618	charles_tingwell	Charles 'Bud' Tingwell	7
2618	eric_bana	Eric Bana	8
2618	michael_caton	Michael Caton	1
2618	sophie_lee	Sophie Lee	4
2618	stephen_curry	Stephen Curry	3
2618	tiriel_mora	Tiriel Mora	9
2619	770951222	Jean-Louis	12
2619	alexandra_van_der_noot	Alexandra Van Der Noot	14
2619	carmela_locantore	Carmela Locantore	13
2619	charlotte_rampling	Charlotte Rampling	1
2619	derek_de_lint	Derek de Lint	3
2619	eva_robbins	Eva Robbins	5
2619	harry_cleven	Harry Cleven	10
2619	herbert_flack	Herbert Flack	6
2619	jappe_claes	Jappe Claes	8
2619	john-van-dreelen	John Van Dreelen	9
2619	mark_verstraete	Mark Verstraete	15
2619	michael_sarrazin	Michael Sarrazin	2
2619	norma_christine_deumner	Norma Christine Deumner	11
2619	romy_haag	Romy Haag	4
2619	sergehenri-valcke	Serge-Henri Valcke	7
2620	aidan_quinn	Aidan Quinn	1
2620	brendan_gleeson	Brendan Gleeson	9
2620	colm_meaney	Colm Meaney	7
2620	donal_donnelly	Donal Donnelly	8
2620	eamon_morrissey	Eamon Morrissey	11
2620	gina_moxley	Gina Moxley	13
2620	jacob_tierney	Jacob Tierney	6
2620	james_caan	James Caan	2
2620	john_cusack	John Cusack	4
2620	john_kavanagh	John Kavanagh	10
2620	john_kavanaugh	John Kavanaugh	16
2620	maria_mcdernottroe	Maria McDernottroe	12
2620	moira_deady	Moira Deady	14
2620	moya_farrelly	Moya Farrelly	5
2620	pauline_hutton	Pauline Hutton	15
2620	stephen_rea	Stephen Rea	3
2621	lopsang	Lopsang	1
2621	xiaolu_li	Xiaolu Li	3
2621	zheng_qian	Zheng Qian	2
2623	deon_richmond	Deon Richmond	1
2623	donald_faison	Donald Faison	2
2623	guy_torry_crew	Guy Torry Crew	4
2623	maia_campbell	Maia Campbell	3
2624	akio_yokoyama	Akio Yokoyama	8
2624	arata	Arata	1
2624	erika-oda	Erika Oda	2
2624	hisako_hara	Hisako Hara	7
2624	kazuko_shirakawa	Kazuko Shirakawa	9
2624	kei_tani	Kei Tani	5
2624	kyoko_kagawa	Kyoko Kagawa	12
2624	sadao-abe	Sadao Abe	13
2624	sayaka-yoshino	Sayaka Yoshino	11
2624	susumu_terajima	Susumu Terajima	3
2624	susumu_terasima	Susumu Terasima	14
2624	takashi-naito	Takashi Naitô	4
2624	toru_yuri	Toru Yuri	6
2624	yusuke-iseya	Yusuke Iseya	10
2625	anthony_wong_chau_sang	Anthony Wong Chau-Sang	2
2625	ching_wan_lau	Ching Wan Lau	7
2625	francoise_yip	Francoise Yip	6
2625	jet_li	Jet Li	1
2625	karen_mok	Karen Mok	3
2625	lau_chingwan	Lau Ching-Wan	5
2625	patrick_lung_kang	Patrick Lung Kang	4
2625	xin_xin_xiong	Xin Xin Xiong	8
2626	andersen_gabrych	Andersen Gabrych	1
2626	antonio_carriero	Antonio Carriero	2
2626	chris_stafford	Chris Stafford	3
2626	jason_scheingross	Jason Scheingross	4
2626	john_eby	John Eby	5
2626	kevin_joseph_kelly	Kevin Joseph Kelly	6
2626	lea_delaria	Lea DeLaria	7
2626	stephanie-mcvay	Stephanie McVay	8
2626	tina-holmes	Tina Holmes	9
2626	tony_maietta	Tony Maietta	10
2627	david-cale	David Cale	9
2627	john_blackborow	John Blackborow	2
2627	john_henry_cox	John Henry Cox	10
2627	jonathan_shackleton	Jonathan Shackleton	7
2627	julian_ayer	Julian Ayer	5
2627	liam_neeson	Liam Neeson	8
2627	marie_crean_obrien	Marie Crean O'Brien	4
2627	peter_wordie	Peter Wordie	3
2627	roland_huntford	Roland Huntford	1
2627	tom_mcnish	Tom McNish	6
2628	david_carty	David Carty	1
2628	jeff_walters	Jeff Walters	2
2628	michael_fleming	Michael Fleming	3
2629	griffin_drew	Griffin Drew	1
2629	michelle_flotow	Michelle von Flotow	3
2629	sandy_wasko	Sandy Wasko	4
2629	shannon_malone	Shannon Malone	2
2630	alexander_menis	Alexander Menis	4
2630	andrea_quercia	Andrea Quercia	5
2630	claudio-santamaria	Claudio Santamaria	3
2630	cyril_nri	Cyril Nri	6
2630	david_thewlis	David Thewlis	2
2630	elena_perino	Elena Perino	7
2630	gian_franco_mazzoni	Gian Franco Mazzoni	8
2630	john_c_ojwang	John C. Ojwang	9
2630	lorenzo_mollica	Lorenzo Mollica	10
2630	maria_mazetti_di_pietralata	Maria Mazetti Di Pietrala...	11
2630	massimo_de_rossi	Massimo De Rossi	12
2630	natalia_mignosa	Natalia Mignosa	13
2630	paul_osul	Paul Osul	14
2630	thandie_newton	Thandie Newton	1
2630	veronica-lazar	Veronica Lazar	15
2631	barbara_hershey	Barbara Hershey	1
2631	clarence_williams_iii	Clarence Williams III	9
2631	david-deblinger	David Deblinger	13
2631	debi_mazar	Debi Mazar	7
2631	harry_hamlin	Harry Hamlin	3
2631	ian_hart	Ian Hart	4
2631	john_leguizamo	John Leguizamo	5
2631	justin_theroux	Justin Theroux	12
2631	lisa-marie	Lisa Marie	6
2631	mike_starr	Mike Starr	15
2631	nick_chinlund	Nick Chinlund	14
2631	robbie_coltrane	Robbie Coltrane	2
2631	ron_perlman	Ron Perlman	8
2631	sabrina_passuntino	Sabrina Passuntino	11
2631	taylor_mead	Taylor Mead	16
2631	zak_kerkoulas	Zak Kerkoulas	10
2632	770762702	Andrzej Kozak	15
2632	adam_pawlikowski	Adam Pawlikowski	6
2632	aleksander-fogiel	Aleksander Fogiel	7
2632	barbara_krafftowna	Barbara Krafftowna	19
2632	beata_tyszkiewicz	Beata Tyszkiewicz	8
2632	bogumil_kobiela	Bogumil Kobiela	5
2632	edmund_fetting	Edmund Fetting	13
2632	elzbieta_czyzewska	Elzbieta Czyzewska	4
2632	franciszek_pieczka	Franciszek Pieczka	2
2632	gustaw_holoubek	Gustaw Holoubek	9
2632	iga_cembrznska	Iga Cembrznska	16
2632	iga_cembrzynska_kondratiuk	Iga Cembrzynska-Kondratiu...	18
2632	iga_cembrzynskakondratiuk	Iga Cembrzynska	11
2632	joanna_jedryka	Joanna Jedryka	17
2632	kazimierz_opalinski	Kazimierz Opalinski	14
2632	leon_niemczyk	Leon Niemczyk	3
2632	ludwik_benoit	Ludwik Benoit	12
2632	miroslawa_lombardo	Miroslawa Lombardo	20
2632	slawomir_lindner	Slawomir Lindner	21
2632	stanislaw-igar	Stanislaw Igar	10
2632	zbigniew_cybulski	Zbigniew Cybulski	1
2633	aharon-ipale	Aharon Ipalé	13
2633	arnold_vosloo	Arnold Vosloo	4
2633	bernard_fox	Bernard Fox	14
2633	brendan_fraser	Brendan Fraser	1
2633	carl_chase	Carl Chase	16
2633	corey_johnson	Corey Johnson	10
2633	erick_avari	Erick Avari	8
2633	john_hannah	John Hannah	3
2633	jonathan_hyde	Jonathan Hyde	6
2633	kevin_j_oconnor	Kevin J. O'Connor	5
2633	mohammed_afifi	Mohammed Afifi	17
2633	oded_fehr	Oded Fehr	7
2633	omid_djalili	Omid Djalili	12
2633	patricia_velazquez	Patricia Velasquez	15
2633	rachel_weisz	Rachel Weisz	2
2633	stephen-dunham	Stephen Dunham	9
2633	tuc_watkins	Tuc Watkins	11
2634	aharon-ipale	Aharon Ipalé	13
2634	arnold_vosloo	Arnold Vosloo	4
2634	bernard_fox	Bernard Fox	14
2634	brendan_fraser	Brendan Fraser	1
2634	carl_chase	Carl Chase	16
2634	corey_johnson	Corey Johnson	10
2634	erick_avari	Erick Avari	8
2634	john_hannah	John Hannah	3
2634	jonathan_hyde	Jonathan Hyde	6
2634	kevin_j_oconnor	Kevin J. O'Connor	5
2634	mohammed_afifi	Mohammed Afifi	17
2634	oded_fehr	Oded Fehr	7
2634	omid_djalili	Omid Djalili	12
2634	patricia_velazquez	Patricia Velasquez	15
2634	rachel_weisz	Rachel Weisz	2
2634	stephen-dunham	Stephen Dunham	9
2634	tuc_watkins	Tuc Watkins	11
2635	1134264-dennis_moore	Dennis Moore	5
2635	addison_richards	Addison Richards	7
2635	ann-codee	Ann Codee	12
2635	charles_stevens	Charles Stevens	9
2635	claire_whitney	Claire Whitney	14
2635	holmes_herbert	Holmes Herbert	8
2635	kay_harding	Kay Harding	4
2635	kurt_katch	Kurt Katch	13
2635	lonchaneyjr	Lon Chaney Jr	1
2635	martin_kosleck	Martin Kosleck	6
2635	napoleon_simpson	Napoleon Simpson	11
2635	peter_coe	Peter Coe	2
2635	virginia_christine	Virginia Christine	3
2635	william_farnum	William Farnum	10
2636	1014143-harry_shannon	Harry Shannon	6
2636	anthony_warde	Anthony Warde	19
2636	barton_maclane	Barton MacLane	3
2636	bess_flowers	Bess Flowers	10
2636	claire_whitney	Claire Whitney	20
2636	don_barclay	Don Barclay	8
2636	dorothy-vaughan	Dorothy Vaughan	16
2636	eddy_waller	Eddy Waller	18
2636	emmett_vogan	Emmett Vogan	17
2636	frank_reicher	Frank Reicher	5
2636	george_zucco	George Zucco	4
2636	ivan_triesault	Ivan Triesault	15
2636	john_carradine	John Carradine	9
2636	lester_sharpe	Lester Sharpe	14
2636	lonchaneyjr	Lon Chaney Jr	1
2636	martha_vickers	Martha Vickers	11
2636	mira_mckinney	Mira McKinney	12
2636	oscar_oshea	Oscar O'Shea	13
2636	ramsay_ames	Ramsay Ames	7
2636	robert_lowery	Robert Lowery	2
2637	cecil_kellaway	Cecil Kellaway	13
2637	charles_trowbridge	Charles Trowbridge	6
2637	dick_foran	Dick Foran	1
2637	eddie_foster	Eddie Foster	7
2637	eduardo_ciannelli	Eduardo Ciannelli	12
2637	frank_lackteen	Frank Lackteen	14
2637	george_zucco	George Zucco	3
2637	harry_stubbs	Harry Stubbs	8
2637	leon-belasco	Leon Belasco	10
2637	michael_mark	Michael Mark	9
2637	murdock_macquarrie	Murdock MacQuarrie	15
2637	peggy_moran	Peggy Moran	2
2637	sig-arno	Sig Arno	11
2637	tom_tyler	Tom Tyler	5
2637	wallace_ford	Wallace Ford	4
2638	albert_kwan	Albert Kwan	14
2638	anthony_wong_chau_sang	Anthony Wong Chau-Sang	11
2638	brendan_fraser	Brendan Fraser	1
2638	david_calder	David Calder	9
2638	isabella_leong	Isabella Leong	7
2638	jessey-meng	Jessey Meng	12
2638	jet_li	Jet Li	2
2638	john_hannah	John Hannah	4
2638	liam_cunningham	Liam Cunningham	8
2638	luke_ford	Luke Ford	6
2638	maria_bello	Maria Bello	3
2638	michelle-yeoh	Michelle Yeoh	5
2638	russell_wong	Russell Wong	10
2638	tian_liang	Tian Liang	13
2639	1025560-robert_harper	Robert Harper	40
2639	1178212-joseph_warren	Joseph Warren	30
2639	adrian_aron	Adrian Aron	32
2639	alice_nunn	Alice Nunn	26
2639	arthur_taxier	Arthur Taxier	37
2639	belita_moreno	Belita Moreno	25
2639	carolyn_coates	Carolyn Coates	14
2639	cathy_lind_hayes	Cathy Lind Hayes	18
2639	david_f_price	David F. Price	29
2639	david_sanderson	David Sanderson	36
2639	dawn_jeffory	Dawn Jeffory	38
2639	diana_scarwid	Diana Scarwid	2
2639	dick_mcgarvin	Dick McGarvin	23
2639	faye_dunaway	Faye Dunaway	1
2639	gary_allen	Gary Allen	11
2639	harry_goaz	Harry Goaz	7
2639	howard_da_silva	Howard Da Silva	4
2639	ian_bruce	Ian Bruce	33
2639	james_kirkwood_jr	James Kirkwood Jr.	39
2639	jerry_douglas	Jerry Douglas	15
2639	jocelyn_brando	Jocelyn Brando	9
2639	joe_warren	Joe Warren	41
2639	mara_hobel	Mara Hobel	5
2639	margaret_fairchild	Margaret Fairchild	16
2639	matthew_faison	Matthew Faison	17
2639	michael_d_gainsborough	Michael D. Gainsborough	34
2639	michael_edwards	Michael Edwards	8
2639	michael_talbott	Michael Talbott	28
2639	nicholas_mele	Nicholas Mele	24
2639	norman_palmer	Norman Palmer	27
2639	peter_jason	Peter Jason	19
2639	phillip_richard_allen	Phillip Richard Allen	31
2639	priscilla_pointer	Priscilla Pointer	10
2639	russ_marin	Russ Marin	22
2639	rutanya_alda	Rutanya Alda	6
2639	s_john_launer	S. John Launer	21
2639	selma_archerd	Selma Archerd	12
2639	steve_forrest	Steve Forrest	3
2639	virginia_kiser	Virginia Kiser	20
2639	warren_munson	Warren Munson	35
2639	xander_berkeley	Xander Berkeley	13
2640	aaron_smolinski	Aaron Smolinski	19
2640	alan_tilvern	Alan Tilvern	51
2640	ben_feitelson	Ben Feitelson	30
2640	bill_bailey	Bill Bailey	22
2640	billy_mitchell	Billy Mitchell	39
2640	bo_rucker	Bo Rucker	45
2640	brian_protheroe	Brian Protheroe	42
2640	burnell_tucker	Burnell Tucker	53
2640	christopher_reeve	Christopher Reeve	3
2640	chuck_julian	Chuck Julian	34
2640	colin_skeaping	Colin Skeaping	60
2640	david_baxt	David Baxt	23
2640	david_calder	David Calder	26
2640	david_neal	David Neal	71
2640	david_yorston	David Yorston	61
2640	diane_sherry	Diane Sherry	48
2640	gene_hackman	Gene Hackman	2
2640	glenn_ford	Glenn Ford	7
2640	graham_mcpherson	Graham McPherson	76
2640	harry_andrews	Harry Andrews	17
2640	jack_ohalloran	Jack O'Halloran	9
2640	jackie_cooper	Jackie Cooper	6
2640	jayne_tottman	Jayne Tottman	62
2640	jeff_east	Jeff East	14
2640	john_allen_cassady	John Allen Cassady	63
2640	john_cording	John Cording	27
2640	john_hollis	John Hollis	33
2640	john_ratzenberger	John Ratzenberger	43
2640	john_stuart	John Stuart	49
2640	keith_alexander	Keith Alexander	66
2640	kirk_alyn	Kirk Alyn	20
2640	larry_hagman	Larry Hagman	25
2640	larry_lamb	Larry Lamb	36
2640	lawrence_trimble	Lawrence Trimble	52
2640	lee_quigley	Lee Quigley	18
2640	leueen_willoughby	Leueen Willoughby	56
2640	lise_hilboldt	Lise Hilboldt	32
2640	marc_mcclure	Marc McClure	15
2640	margot_kidder	Margot Kidder	4
2640	maria_schell	Maria Schell	11
2640	mark_wynter	Mark Wynter	73
2640	marlon_brando	Marlon Brando	1
2640	matt_russo	Matt Russo	72
2640	michael_ensign	Michael Ensign	28
2640	michael_gover	Michael Gover	31
2640	ned_beatty	Ned Beatty	5
2640	noel_neill	Noel Neill	40
2640	norman_warwick	Norman Warwick	74
2640	norwich_duff	Norwich Duff	64
2640	paul_avery	Paul Avery	67
2640	paul_tuerpe	Paul Tuerpé	54
2640	penelope_lee	Penelope Lee	37
2640	phil_brown	Phil Brown	24
2640	phyllis_thaxter	Phyllis Thaxter	50
2640	randy_jurgensen	Randy Jurgensen	59
2640	ray_evans	Ray Evans	57
2640	ray_hassett	Ray Hassett	65
2640	rex_everhart	Rex Everhart	29
2640	rex_reed_ii	Rex Reed (II)	44
2640	robert_dahdah	Robert Dahdah	68
2640	robert_henderson	Robert Henderson	58
2640	robert_macleod	Robert MacLeod	70
2640	robert_oneill	Robert O'Neill	41
2640	robert_whelan	Robert Whelan	55
2640	roy_stevens	Roy Stevens	75
2640	sarah_douglas	Sarah Douglas	16
2640	scott_antony	Scott Antony	47
2640	stephen-kahan	Stephen Kahan	35
2640	susannah_york	Susannah York	13
2640	terence_stamp	Terence Stamp	12
2640	trevor_howard	Trevor Howard	8
2640	valerie_perrine	Valerie Perrine	10
2640	vass_anderson	Vass Anderson	21
2640	vincent_marzello	Vincent Marzello	38
2640	weston_gavin	Weston Gavin	69
2640	william_russell	William Russell	46
2641	1098781-pepper_martin	Pepper Martin	22
2641	alan_stuart	Alan Stuart	35
2641	angus_macinnes	Angus MacInnes	21
2641	anthony_milner	Anthony Milner	43
2641	antony_sher	Antony Sher	30
2641	beth_porter	Beth Porter	24
2641	bill_bailey	Bill Bailey	14
2641	christopher_reeve	Christopher Reeve	1
2641	clifton_james	Clifton James	11
2641	dinny_powell	Dinny Powell	25
2641	don_fellows	Don Fellows	15
2641	eg_marshall	E.G. Marshall	13
2641	elva_mai_hoover	Elva Mai Hoover	19
2641	eugene_lipinski	Eugene Lipinski	34
2641	gene_hackman	Gene Hackman	2
2641	gordon_rollings	Gordon Rollings	28
2641	hadley_kay	Hadley Kay	36
2641	hal_galili	Hal Galili	16
2641	jack_ohalloran	Jack O'Halloran	8
2641	jackie_cooper	Jackie Cooper	5
2641	john_hollis	John Hollis	18
2641	john_morton	John Morton	42
2641	john_ratzenberger	John Ratzenberger	26
2641	leueen_willoughby	Leueen Willoughby	32
2641	marc_boyle	Marc Boyle	33
2641	marc_mcclure	Marc McClure	12
2641	marcus_damico	Marcus D'Amico	38
2641	margot_kidder	Margot Kidder	3
2641	melissa_wiltsie	Melissa Wiltsie	41
2641	michael_j_shannon	Michael J. Shannon	29
2641	ned_beatty	Ned Beatty	4
2641	pamela_mandell	Pamela Mandell	39
2641	peter_whitman	Peter Whitman	40
2641	richard_griffiths	Richard Griffiths	17
2641	richard_le_parmentier	Richard Le Parmentier	20
2641	robin_pappas	Robin Pappas	23
2641	roger_brierley	Roger Brierley	37
2641	roger_kemp	Roger Kemp	44
2641	sarah_douglas	Sarah Douglas	7
2641	shane_rimmer	Shane Rimmer	27
2641	susannah_york	Susannah York	10
2641	terence_stamp	Terence Stamp	6
2641	tommy_duggan	Tommy Duggan	45
2641	tony_sibbald	Tony Sibbald	31
2641	valerie_perrine	Valerie Perrine	9
2642	al_matthews	Al Matthews	25
2642	annette_otoole	Annette O'Toole	5
2642	annie-ross	Annie Ross	6
2642	barry_dennen	Barry Dennen	18
2642	bill_reimbold	Bill Reimbold	26
2642	bob_todd	Bob Todd	39
2642	christopher_malcolm	Christopher Malcolm	24
2642	christopher_reeve	Christopher Reeve	1
2642	david_winning	David Winning	36
2642	enid_saunders	Enid Saunders	29
2642	gavan_oherlihy	Gavan O'Herlihy	10
2642	george_chisholm	George Chisholm	17
2642	gordon_rollings	Gordon Rollings	28
2642	gordon_signer	Gordon Signer	30
2642	graham_stark	Graham Stark	31
2642	helen_horton	Helen Horton	21
2642	henry_woolf	Henry Woolf	33
2642	jackie_cooper	Jackie Cooper	3
2642	john_bluthal	John Bluthal	13
2642	justin_case	Justin Case	16
2642	larry_lamb	Larry Lamb	23
2642	lou_hirsch	Lou Hirsch	20
2642	marc_mcclure	Marc McClure	4
2642	margot_kidder	Margot Kidder	9
2642	nancy_roberts	Nancy Roberts	40
2642	pamela_mandell	Pamela Mandell	37
2642	pamela_stephenson	Pamela Stephenson	7
2642	pat_starr	Pat Starr	32
2642	peter_whitman	Peter Whitman	38
2642	philip_gilbert	Philip Gilbert	34
2642	richard_pryor	Richard Pryor	2
2642	rj_bell	R.J. Bell	12
2642	robert_beatty	Robert Beatty	11
2642	robert_henderson	Robert Henderson	35
2642	robert_vaughn	Robert Vaughn	8
2642	ronnie_brody	Ronnie Brody	14
2642	sandra_dickinson	Sandra Dickinson	19
2642	shane_rimmer	Shane Rimmer	27
2642	stefan_kalipha	Stefan Kalipha	22
2642	terry_camilleri	Terry Camilleri	15
2643	antonio_petrocelli	Antonio Petrocelli	43
2643	bob_sherman	Bob Sherman	26
2643	boris_isarov	Boris Isarov	19
2643	bradley_lavelle	Bradley Lavelle	22
2643	christopher_reeve	Christopher Reeve	1
2643	czeslaw_grocholski	Czeslaw Grocholski	32
2643	damien_mclawhorn	Damien McLawhorn	47
2643	david_garth	David Garth	37
2643	dennis_creaghan	Dennis Creaghan	30
2643	don_fellows	Don Fellows	15
2643	eiji_kusuhara	Eiji Kusuhara	21
2643	esmond_knight	Esmond Knight	20
2643	eugene_lipinski	Eugene Lipinski	29
2643	gene_hackman	Gene Hackman	2
2643	giulia_boschi	Giulia Boschi	39
2643	jackie_cooper	Jackie Cooper	3
2643	jayne_brook	Jayne Brook	13
2643	jim_broadbent	Jim Broadbent	12
2643	john_hollis	John Hollis	17
2643	jon_cryer	Jon Cryer	6
2643	keith_edwards	Keith Edwards	14
2643	kerry_shale	Kerry Shale	36
2643	mac_mcdonald	Mac McDonald	23
2643	marc_mcclure	Marc McClure	4
2643	marco_messeri	Marco Messeri	38
2643	margot_kidder	Margot Kidder	7
2643	mariel_hemingway	Mariel Hemingway	5
2643	mario_adorf	Mario Adorf	40
2643	mark_caven	Mark Caven	31
2643	mark_pillow	Mark Pillow	9
2643	meme_perlini	Meme Perlini	41
2643	peter_penry_jones	Peter Penry-Jones	24
2643	philip_fox	Philip Fox	16
2643	raymond_marlowe	Raymond Marlowe	34
2643	remo_remotti	Remo Remotti	44
2643	robert_beatty	Robert Beatty	10
2643	roberto_citran	Roberto Citran	46
2643	ron_travis	Ron Travis	27
2643	sam_wanamaker	Sam Wanamaker	8
2643	silvana_de_santis	Silvana De Santis	45
2643	stanley_lebor	Stanley Lebor	33
2643	steve_plytas	Steve Plytas	25
2643	susannah_york	Susannah York	28
2643	ted_maynard	Ted Maynard	35
2643	tino-carraro	Tino Carraro	42
2643	william_hootkins	William Hootkins	18
2643	yuri_borienko	Yuri Borienko	11
2644	barry_norton	Barry Norton	17
2644	bela_lugosi	Bela Lugosi	1
2644	carmen_guerrero	Carmen Guerrero	14
2644	charles_gerrard	Charles Gerrard	8
2644	daisy_belmore	Daisy Belmore	13
2644	david_manners	David Manners	3
2644	dwight_frye	Dwight Frye	4
2644	eduardo_arozamena	Eduardo Arozamena	12
2644	edward_van_sloan	Edward Van Sloan	5
2644	frances_dade	Frances Dade	7
2644	helen_chandler	Helen Chandler	2
2644	helga_line	Helga Liné	16
2644	herbert-bunston	Herbert Bunston	6
2644	joan_standing	Joan Standing	9
2644	josephine_velez	Josephine Velez	11
2644	lupita_tovar	Lupita Tovar	20
2644	manuel-arbo	Manuel Arbo	22
2644	michael_visaroff	Michael Visaroff	21
2644	moon_carroll	Moon Carroll	10
2644	pablo-alvarez-rubio	Pablo Álvarez Rubio	18
2644	tina_saint	Tina Sáinz	19
2644	tony_isbert	Tony Isbert	15
2646	beatrice_gray	Beatrice Gray	15
2646	carey_harrison	Carey Harrison	12
2646	dick_dickinson	Dick Dickinson	10
2646	fred_cordova	Fred Cordova	11
2646	glenn_strange	Glenn Strange	5
2646	gregory_muradian	Gregory Muradian	14
2646	harry_lamont	Harry Lamont	13
2646	janeadamsii	Jane Adams (II)	6
2646	joe_bernard	Joe Bernard	16
2646	john_carradine	John Carradine	2
2646	lionel_atwill	Lionel Atwill	4
2646	lonchaneyjr	Lon Chaney Jr	1
2646	ludwig_stossel	Ludwig Stossel	8
2646	martha_odriscoll	Martha O'Driscoll	3
2646	onslow_stevens	Onslow Stevens	7
2646	skelton-knaggs	Skelton Knaggs	9
2647	_0001033	Lon Chaney Jr.	1
2647	_0350374	Anne Gwynne	1
2647	boris_karloff	Boris Karloff	1
2647	charles_miller	Charles Miller	1
2647	dick_dickinson	Dick Dickinson	1
2647	elena_verdugo	Elena Verdugo	1
2647	george_zucco	George Zucco	1
2647	j_carrol_naish	J. Carrol Naish	1
2647	john_carradine	John Carradine	1
2647	julius-tannen	Julius Tannen	1
2647	lionel_atwill	Lionel Atwill	1
2647	peter_coe	Peter Coe	1
2647	philip_van_zandt	Philip Van Zandt	1
2647	sig_ruman	Sig Ruman	1
2647	william_edmunds	William Edmunds	1
2648	1053612-lionel_belmore	Lionel Belmore	8
2648	arletta_duncan	Arletta Duncan	9
2648	boris_karloff	Boris Karloff	4
2648	colin_clive	Colin Clive	1
2648	dwight_frye	Dwight Frye	6
2648	edward_van_sloan	Edward Van Sloan	7
2648	francis_ford	Francis Ford	13
2648	frederick-kerr	Frederick Kerr	5
2648	john_boles	John Boles	3
2648	mae_clarke	Mae Clarke	2
2648	marilyn_harris	Marilyn Harris	10
2648	michael_mark	Michael Mark	11
2648	pauline_moore	Pauline Moore	12
2649	1053612-lionel_belmore	Lionel Belmore	11
2649	basil_rathbone	Basil Rathbone	1
2649	bela_lugosi	Bela Lugosi	3
2649	boris_karloff	Boris Karloff	2
2649	bud_wolfe	Bud Wolfe	23
2649	carole_cook	Carole Cook	17
2649	cedric_hardwicke	Cedric Hardwicke	25
2649	clarence_h_wilson	Clarence H. Wilson	22
2649	donnie_dunagan	Donnie Dunagan	6
2649	doris_lloyd	Doris Lloyd	26
2649	dwight_frye	Dwight Frye	19
2649	eddie_parker	Eddie Parker	20
2649	edgar_norton	Edgar Norton	8
2649	edward_cassidy	Edward Cassidy	16
2649	emma_dunn	Emma Dunn	7
2649	evelyn_ankers	Evelyn Ankers	27
2649	gustav_von_seyffertitz	Gustav von Seyffertitz	13
2649	harry_cording	Harry Cording	18
2649	jack_harris	Jack Harris	24
2649	josephine_hutchinson	Josephine Hutchinson	5
2649	lawrence_grant	Lawrence Grant	10
2649	lionel_atwill	Lionel Atwill	4
2649	lonchaneyjr	Lon Chaney Jr	29
2649	lorimer_johnston	Lorimer Johnston	14
2649	michael_mark	Michael Mark	12
2649	perry_ivins	Perry Ivins	9
2649	ralph_bellamy	Ralph Bellamy	28
2649	tom_ricketts	Tom Ricketts	21
2649	ward_bond	Ward Bond	15
2650	1053612-lionel_belmore	Lionel Belmore	14
2650	barton_yarborough	Barton Yarborough	8
2650	bela_lugosi	Bela Lugosi	5
2650	brandon_hurst	Brandon Hurst	20
2650	cedric_hardwicke	Cedric Hardwicke	2
2650	doris_lloyd	Doris Lloyd	9
2650	dwight_frye	Dwight Frye	17
2650	ernie_stanton	Ernie Stanton	24
